lambda_m ,Eph_J,a0v,a5v,f5v,g0v,g5v,k0v,k5v,m0v,m5v
5.4700000000000000E-07,3.6315224450457000E-19,3.6269321817518200E-02,3.6419050000000000E-02,3.7648880000000000E-02,3.7302130000000000E-02,3.8425210000000000E-02,3.6858210000000000E-02,3.8373570000000000E-02,3.7167750000000000E-02,3.8122950000000000E-02
5.4800000000000000E-07,3.6248955792700700E-19,3.6061784945375100E-02,3.6901230000000000E-02,3.7514140000000000E-02,3.7385980000000000E-02,3.7770360000000000E-02,3.6292420000000000E-02,3.7975070000000000E-02,3.7348470000000000E-02,3.8800340000000000E-02
5.4900000000000000E-07,3.6182928550819700E-19,3.5874649712883900E-02,3.7131360000000000E-02,3.7193690000000000E-02,3.7283900000000000E-02,3.7814010000000000E-02,3.6880130000000000E-02,3.8574650000000000E-02,3.8866550000000000E-02,3.8479850000000000E-02
5.5000000000000000E-07,3.6117141408000000E-19,3.5687854749455300E-02,3.6923140000000000E-02,3.7386690000000000E-02,3.7185470000000000E-02,3.7679410000000000E-02,3.7807880000000000E-02,3.8618530000000000E-02,3.8465340000000000E-02,3.4102340000000000E-02
5.5100000000000000E-07,3.6051593056987300E-19,3.5476165009965600E-02,3.6142160000000000E-02,3.6851400000000000E-02,3.7305780000000000E-02,3.7792190000000000E-02,3.7011620000000000E-02,3.7598500000000000E-02,3.6574970000000000E-02,3.1331980000000000E-02
5.5200000000000000E-07,3.5986282200000000E-19,3.5329234772151900E-02,3.4882660000000000E-02,3.7477730000000000E-02,3.7134430000000000E-02,3.8130530000000000E-02,3.7680040000000000E-02,3.7276760000000000E-02,3.7821970000000000E-02,3.0486700000000000E-02
5.5300000000000000E-07,3.5921207548643800E-19,3.5029037132286600E-02,3.6128640000000000E-02,3.6982490000000000E-02,3.7003190000000000E-02,3.7159160000000000E-02,3.8560310000000000E-02,3.9583710000000000E-02,3.9994270000000000E-02,2.8815090000000000E-02
5.5400000000000000E-07,3.5856367823826700E-19,3.4891634278768200E-02,3.6141070000000000E-02,3.6024430000000000E-02,3.7116210000000000E-02,3.6991810000000000E-02,3.8311940000000000E-02,3.9623930000000000E-02,4.0182230000000000E-02,2.7875860000000000E-02
5.5500000000000000E-07,3.5791761755675700E-19,3.4743139385334300E-02,3.6438040000000000E-02,3.7073530000000000E-02,3.7017770000000000E-02,3.7606650000000000E-02,3.9685310000000000E-02,4.0749980000000000E-02,4.1490670000000000E-02,2.7925020000000000E-02
5.5600000000000000E-07,3.5727388083453200E-19,3.4558390078994600E-02,3.6058880000000000E-02,3.6691180000000000E-02,3.6744350000000000E-02,3.7224650000000000E-02,3.9152030000000000E-02,4.0746330000000000E-02,4.0872590000000000E-02,3.1994430000000000E-02
5.5700000000000000E-07,3.5663245555475800E-19,3.4348341910052000E-02,3.6247370000000000E-02,3.6239640000000000E-02,3.6576650000000000E-02,3.7231930000000000E-02,3.7468190000000000E-02,3.9093810000000000E-02,3.9528000000000000E-02,3.7183350000000000E-02
5.5800000000000000E-07,3.5599332929032300E-19,3.4166102763369700E-02,3.5836050000000000E-02,3.6323750000000000E-02,3.6446500000000000E-02,3.7417460000000000E-02,3.7479150000000000E-02,3.8772080000000000E-02,3.9101500000000000E-02,3.7995490000000000E-02
5.5900000000000000E-07,3.5535648970304100E-19,3.3971133571301100E-02,3.4847590000000000E-02,3.5875860000000000E-02,3.6492800000000000E-02,3.6261650000000000E-02,3.6668280000000000E-02,3.7814200000000000E-02,3.7561720000000000E-02,3.6156350000000000E-02
5.6000000000000000E-07,3.5472192454285700E-19,3.3830010476105600E-02,3.5545650000000000E-02,3.5047790000000000E-02,3.6886530000000000E-02,3.5255370000000000E-02,3.5619620000000000E-02,3.7002560000000000E-02,3.5994840000000000E-02,3.4954170000000000E-02
5.6100000000000000E-07,3.5408962164705900E-19,3.3649295758007100E-02,3.4794250000000000E-02,3.5828880000000000E-02,3.5953610000000000E-02,3.6387890000000000E-02,3.8100090000000000E-02,3.8077430000000000E-02,3.9144870000000000E-02,3.4331050000000000E-02
5.6200000000000000E-07,3.5345956893950200E-19,3.3449365051509800E-02,3.4514810000000000E-02,3.6119830000000000E-02,3.6766220000000000E-02,3.6328230000000000E-02,3.8739290000000000E-02,3.9174240000000000E-02,3.9647280000000000E-02,3.4899540000000000E-02
5.6300000000000000E-07,3.5283175442984000E-19,3.3294956143211600E-02,3.4583490000000000E-02,3.5681400000000000E-02,3.5556970000000000E-02,3.6478850000000000E-02,3.7658130000000000E-02,3.9141340000000000E-02,3.9719570000000000E-02,3.4265490000000000E-02
5.6400000000000000E-07,3.5220616621276600E-19,3.3123042037495600E-02,3.4260210000000000E-02,3.6039360000000000E-02,3.6748000000000000E-02,3.6280570000000000E-02,3.9159330000000000E-02,4.0647610000000000E-02,4.1519590000000000E-02,3.4225800000000000E-02
5.6500000000000000E-07,3.5158279246725700E-19,3.2933963877010100E-02,3.4258750000000000E-02,3.5497880000000000E-02,3.4894550000000000E-02,3.6395170000000000E-02,3.8432470000000000E-02,4.0962030000000000E-02,4.2354530000000000E-02,3.7547530000000000E-02
5.6600000000000000E-07,3.5096162145583000E-19,3.2723873576719600E-02,3.3973820000000000E-02,3.5577260000000000E-02,3.6386350000000000E-02,3.5816720000000000E-02,3.9371190000000000E-02,4.0084590000000000E-02,4.2101520000000000E-02,3.7689570000000000E-02
5.6700000000000000E-07,3.5034264152380900E-19,3.2580221040126700E-02,3.3531100000000000E-02,3.4598800000000000E-02,3.5023240000000000E-02,3.5656640000000000E-02,3.8023380000000000E-02,4.0186960000000000E-02,4.1465370000000000E-02,3.8199430000000000E-02
5.6800000000000000E-07,3.4972584109859200E-19,3.2422061078517500E-02,3.3463520000000000E-02,3.5462550000000000E-02,3.6507380000000000E-02,3.5635910000000000E-02,3.9400410000000000E-02,4.0113840000000000E-02,4.3196710000000000E-02,3.8468930000000000E-02
5.6900000000000000E-07,3.4911120868892800E-19,3.2241497203018100E-02,3.3048920000000000E-02,3.4659620000000000E-02,3.4915700000000000E-02,3.5918590000000000E-02,3.9093590000000000E-02,4.0388040000000000E-02,4.3146100000000000E-02,4.0158750000000000E-02
5.7000000000000000E-07,3.4849873288421100E-19,3.2082199641043600E-02,3.3660410000000000E-02,3.5045980000000000E-02,3.5877420000000000E-02,3.5453640000000000E-02,3.8377680000000000E-02,4.0691490000000000E-02,4.2549710000000000E-02,4.0074980000000000E-02
5.7100000000000000E-07,3.4788840235376500E-19,3.1908217990564400E-02,3.3082520000000000E-02,3.4889760000000000E-02,3.5446500000000000E-02,3.5463460000000000E-02,3.7866320000000000E-02,3.9419190000000000E-02,4.1678620000000000E-02,4.3003040000000000E-02
5.7200000000000000E-07,3.4728020584615400E-19,3.1750335160446500E-02,3.3157770000000000E-02,3.5001550000000000E-02,3.6634980000000000E-02,3.5305940000000000E-02,3.9057060000000000E-02,4.0574490000000000E-02,4.3554540000000000E-02,4.1695610000000000E-02
5.7300000000000000E-07,3.4667413218848200E-19,3.1584843035372000E-02,3.2948830000000000E-02,3.5551770000000000E-02,3.5132980000000000E-02,3.6657110000000000E-02,3.9798540000000000E-02,4.2201420000000000E-02,4.4566600000000000E-02,4.3341730000000000E-02
5.7400000000000000E-07,3.4607017028571400E-19,3.1419652540427800E-02,3.2332960000000000E-02,3.4894130000000000E-02,3.5043660000000000E-02,3.5630090000000000E-02,4.0167450000000000E-02,4.2223360000000000E-02,4.6485890000000000E-02,4.8527730000000000E-02
5.7500000000000000E-07,3.4546830912000000E-19,3.1243965411315500E-02,3.2646190000000000E-02,3.4689115000000000E-02,3.5072280000000000E-02,3.5621720000000000E-02,3.9844195000000000E-02,4.2227015000000000E-02,4.6798540000000000E-02,4.7826670000000000E-02
5.7600000000000000E-07,3.4486853775000000E-19,3.1082169009352300E-02,3.2959420000000000E-02,3.4484100000000000E-02,3.5100900000000000E-02,3.5613350000000000E-02,3.9520940000000000E-02,4.2230670000000000E-02,4.7111190000000000E-02,4.7125610000000000E-02
5.7700000000000000E-07,3.4427084531022500E-19,3.0924357778546700E-02,3.2505005000000000E-02,3.4432025000000000E-02,3.5128605000000000E-02,3.5408710000000000E-02,3.9634170000000000E-02,4.2219705000000000E-02,4.7234085000000000E-02,4.4680105000000000E-02
5.7800000000000000E-07,3.4367522101038100E-19,3.0749393702296700E-02,3.2050590000000000E-02,3.4379950000000000E-02,3.5156310000000000E-02,3.5204070000000000E-02,3.9747400000000000E-02,4.2208740000000000E-02,4.7356980000000000E-02,4.2234600000000000E-02
5.7900000000000000E-07,3.4308165413471500E-19,3.0592204171980000E-02,3.2164560000000000E-02,3.4407810000000000E-02,3.5067725000000000E-02,3.5164050000000000E-02,3.9477110000000000E-02,4.2212395000000000E-02,4.7429270000000000E-02,4.1145690000000000E-02
5.8000000000000000E-07,3.4249013404137900E-19,3.0434420061919500E-02,3.2278530000000000E-02,3.4435670000000000E-02,3.4979140000000000E-02,3.5124030000000000E-02,3.9206820000000000E-02,4.2216050000000000E-02,4.7501560000000000E-02,4.0056780000000000E-02
5.8100000000000000E-07,3.4190065016179000E-19,3.0279109546391700E-02,3.2226110000000000E-02,3.4707865000000000E-02,3.4972210000000000E-02,3.5232260000000000E-02,3.9809495000000000E-02,4.2217875000000000E-02,4.8497350000000000E-02,3.7400955000000000E-02
5.8200000000000000E-07,3.4131319200000000E-19,3.0119632645294000E-02,3.2173690000000000E-02,3.4980060000000000E-02,3.4965280000000000E-02,3.5340490000000000E-02,4.0412170000000000E-02,4.2219700000000000E-02,4.9493140000000000E-02,3.4745130000000000E-02
5.8300000000000000E-07,3.4072774913207500E-19,2.9969345222450400E-02,3.2118165000000000E-02,3.4778690000000000E-02,3.4829660000000000E-02,3.5494930000000000E-02,4.0697075000000000E-02,4.2206905000000000E-02,4.8714220000000000E-02,3.5689280000000000E-02
5.8400000000000000E-07,3.4014431120547900E-19,2.9813766042058500E-02,3.2062640000000000E-02,3.4577320000000000E-02,3.4694040000000000E-02,3.5649370000000000E-02,4.0981980000000000E-02,4.2194110000000000E-02,4.7935300000000000E-02,3.6633430000000000E-02
5.8500000000000000E-07,3.3956286793846100E-19,2.9660711231661500E-02,3.1515445000000000E-02,3.3980670000000000E-02,3.4239795000000000E-02,3.5157685000000000E-02,4.0130925000000000E-02,4.2195940000000000E-02,4.6937700000000000E-02,3.4377480000000000E-02
5.8600000000000000E-07,3.3898340911945400E-19,2.9493116950451200E-02,3.0968250000000000E-02,3.3384020000000000E-02,3.3785550000000000E-02,3.4666000000000000E-02,3.9279870000000000E-02,4.2197770000000000E-02,4.5940100000000000E-02,3.2121530000000000E-02
5.8700000000000000E-07,3.3840592460647400E-19,2.9329626632080300E-02,3.0855195000000000E-02,3.3302270000000000E-02,3.3542750000000000E-02,3.4245075000000000E-02,3.8233405000000000E-02,4.2201425000000000E-02,4.1096690000000000E-02,2.7367270000000000E-02
5.8800000000000000E-07,3.3783040432653100E-19,2.9139107929044300E-02,3.0742140000000000E-02,3.3220520000000000E-02,3.3299950000000000E-02,3.3824150000000000E-02,3.7186940000000000E-02,4.2205080000000000E-02,3.6253280000000000E-02,2.2613010000000000E-02
5.8900000000000000E-07,3.3725683827504200E-19,2.8848592084039300E-02,3.0224890000000000E-02,3.3123840000000000E-02,3.3504655000000000E-02,3.3361755000000000E-02,3.7123020000000000E-02,4.2190455000000000E-02,3.4921345000000000E-02,2.1398815000000000E-02
5.9000000000000000E-07,3.3668521651525400E-19,2.8735940820087900E-02,2.9707640000000000E-02,3.3027160000000000E-02,3.3709360000000000E-02,3.2899360000000000E-02,3.7059100000000000E-02,4.2175830000000000E-02,3.3589410000000000E-02,2.0184620000000000E-02
5.9100000000000000E-07,3.3611552917766500E-19,2.8731508226351300E-02,2.9615040000000000E-02,3.3479975000000000E-02,3.3815630000000000E-02,3.3197860000000000E-02,3.8089130000000000E-02,4.2175830000000000E-02,3.7590645000000000E-02,2.4191575000000000E-02
5.9200000000000000E-07,3.3554776645945900E-19,2.8600488408631200E-02,2.9522440000000000E-02,3.3932790000000000E-02,3.3921900000000000E-02,3.3496360000000000E-02,3.9119160000000000E-02,4.2175830000000000E-02,4.1591880000000000E-02,2.8198530000000000E-02
5.9300000000000000E-07,3.3498191862394600E-19,2.8453900874831800E-02,2.9693030000000000E-02,3.3631460000000000E-02,3.3792295000000000E-02,3.3836885000000000E-02,3.9727315000000000E-02,4.2175830000000000E-02,4.3565385000000000E-02,2.8250240000000000E-02
5.9400000000000000E-07,3.3441797600000000E-19,2.8313933589312700E-02,2.9863620000000000E-02,3.3330130000000000E-02,3.3662690000000000E-02,3.4177410000000000E-02,4.0335470000000000E-02,4.2175830000000000E-02,4.5538890000000000E-02,2.8301950000000000E-02
5.9500000000000000E-07,3.3385592898151300E-19,2.8150023498825900E-02,2.9935945000000000E-02,3.3264580000000000E-02,3.3611655000000000E-02,3.4155215000000000E-02,4.0498010000000000E-02,4.2175830000000000E-02,4.6129860000000000E-02,2.8388810000000000E-02
5.9600000000000000E-07,3.3329576802684600E-19,2.7978581439571500E-02,3.0008270000000000E-02,3.3199030000000000E-02,3.3560620000000000E-02,3.4133020000000000E-02,4.0660550000000000E-02,4.2175830000000000E-02,4.6720830000000000E-02,2.8475670000000000E-02
5.9700000000000000E-07,3.3273748365829100E-19,2.7859457792642100E-02,2.9876040000000000E-02,3.2996570000000000E-02,3.3494450000000000E-02,3.4127385000000000E-02,4.0461485000000000E-02,4.2190455000000000E-02,4.7239505000000000E-02,3.1431035000000000E-02
5.9800000000000000E-07,3.3218106646153800E-19,2.7696979866488700E-02,2.9743810000000000E-02,3.2794110000000000E-02,3.3428280000000000E-02,3.4121750000000000E-02,4.0262420000000000E-02,4.2205080000000000E-02,4.7758180000000000E-02,3.4386400000000000E-02
5.9900000000000000E-07,3.3162650708514200E-19,2.7572996612258500E-02,2.9278615000000000E-02,3.2806305000000000E-02,3.3332220000000000E-02,3.3947485000000000E-02,3.9851505000000000E-02,4.0578150000000000E-02,4.7785290000000000E-02,3.4869860000000000E-02
6.0000000000000000E-07,3.3107379624000000E-19,2.7447899534109800E-02,2.8813420000000000E-02,3.2818500000000000E-02,3.3236160000000000E-02,3.3773220000000000E-02,3.9440590000000000E-02,3.8951220000000000E-02,4.7812400000000000E-02,3.5353320000000000E-02
6.0100000000000000E-07,3.3052292469883500E-19,2.7298042779807400E-02,2.9018345000000000E-02,3.2679580000000000E-02,3.3263135000000000E-02,3.3828335000000000E-02,3.9172125000000000E-02,4.0576320000000000E-02,4.8117825000000000E-02,3.6193675000000000E-02
6.0200000000000000E-07,3.2997388329568100E-19,2.7156051786542900E-02,2.9223270000000000E-02,3.2540660000000000E-02,3.3290110000000000E-02,3.3883450000000000E-02,3.8903660000000000E-02,4.2201420000000000E-02,4.8423250000000000E-02,3.7034030000000000E-02
6.0300000000000000E-07,3.2942666292537300E-19,2.7038111258278100E-02,2.9138525000000000E-02,3.2720550000000000E-02,3.3315085000000000E-02,3.3816330000000000E-02,3.8973055000000000E-02,4.2596275000000000E-02,4.9511210000000000E-02,3.7494730000000000E-02
6.0400000000000000E-07,3.2888125454304600E-19,2.6905095152015900E-02,2.9053780000000000E-02,3.2900440000000000E-02,3.3340060000000000E-02,3.3749210000000000E-02,3.9042450000000000E-02,4.2991130000000000E-02,5.0599170000000000E-02,3.7955430000000000E-02
6.0500000000000000E-07,3.2833764916363600E-19,2.6762335422163600E-02,2.9078805000000000E-02,3.2716180000000000E-02,3.3365575000000000E-02,3.4073545000000000E-02,3.9608600000000000E-02,4.3214145000000000E-02,5.1011220000000000E-02,3.8740245000000000E-02
6.0600000000000000E-07,3.2779583786138600E-19,2.6631937985504900E-02,2.9103830000000000E-02,3.2531920000000000E-02,3.3391090000000000E-02,3.4397880000000000E-02,4.0174750000000000E-02,4.3437160000000000E-02,5.1423270000000000E-02,3.9525060000000000E-02
6.0700000000000000E-07,3.2725581176935700E-19,2.6501759279960500E-02,2.9052690000000000E-02,3.2589090000000000E-02,3.3519600000000000E-02,3.4045715000000000E-02,3.9816800000000000E-02,4.3340275000000000E-02,5.0769050000000000E-02,3.8782125000000000E-02
6.0800000000000000E-07,3.2671756207894700E-19,2.6363874644790800E-02,2.9001550000000000E-02,3.2646260000000000E-02,3.3648110000000000E-02,3.3693550000000000E-02,3.9458850000000000E-02,4.3243390000000000E-02,5.0114830000000000E-02,3.8039190000000000E-02
6.0900000000000000E-07,3.2618108003940900E-19,2.6234133712506100E-02,2.8490510000000000E-02,3.2391180000000000E-02,3.3552780000000000E-02,3.3939665000000000E-02,3.9137420000000000E-02,4.2696815000000000E-02,4.9332295000000000E-02,3.9676205000000000E-02
6.1000000000000000E-07,3.2564635695737700E-19,2.6101977281204000E-02,2.7979470000000000E-02,3.2136100000000000E-02,3.3457450000000000E-02,3.4185780000000000E-02,3.8815990000000000E-02,4.2150240000000000E-02,4.8549760000000000E-02,4.1313220000000000E-02
6.1100000000000000E-07,3.2511338419639900E-19,2.5967350411764700E-02,2.8159740000000000E-02,3.2105510000000000E-02,3.3025620000000000E-02,3.4074270000000000E-02,3.8585880000000000E-02,4.1373335000000000E-02,4.7597345000000000E-02,4.0226125000000000E-02
6.1200000000000000E-07,3.2458215317647100E-19,2.5838242999021500E-02,2.8340010000000000E-02,3.2074920000000000E-02,3.2593790000000000E-02,3.3962760000000000E-02,3.8355770000000000E-02,4.0596430000000000E-02,4.6644930000000000E-02,3.9139030000000000E-02
6.1300000000000000E-07,3.2405265537357300E-19,2.5701410888671900E-02,2.7618205000000000E-02,3.1663435000000000E-02,3.2312165000000000E-02,3.3428145000000000E-02,3.8273590000000000E-02,3.9384460000000000E-02,4.7848550000000000E-02,3.8516270000000000E-02
6.1400000000000000E-07,3.2352488231921800E-19,2.5559212195121900E-02,2.6896400000000000E-02,3.1251950000000000E-02,3.2030540000000000E-02,3.2893530000000000E-02,3.8191410000000000E-02,3.8172490000000000E-02,4.9052170000000000E-02,3.7893510000000000E-02
6.1500000000000000E-07,3.2299882560000000E-19,2.5339036465433300E-02,2.6887085000000000E-02,3.0847025000000000E-02,3.1970025000000000E-02,3.2365470000000000E-02,3.7470020000000000E-02,3.7960440000000000E-02,4.7103965000000000E-02,3.3394910000000000E-02
6.1600000000000000E-07,3.2247447685714300E-19,2.5152112244898000E-02,2.6877770000000000E-02,3.0442100000000000E-02,3.1909510000000000E-02,3.1837410000000000E-02,3.6748630000000000E-02,3.7748390000000000E-02,4.5155760000000000E-02,2.8896310000000000E-02
6.1700000000000000E-07,3.2195182778606200E-19,2.5167811484956300E-02,2.6808185000000000E-02,3.0415155000000000E-02,3.1965290000000000E-02,3.2037500000000000E-02,3.6964135000000000E-02,3.8574650000000000E-02,4.4832265000000000E-02,2.6895655000000000E-02
6.1800000000000000E-07,3.2143087013592200E-19,2.5073235641853700E-02,2.6738600000000000E-02,3.0388210000000000E-02,3.2021070000000000E-02,3.2237590000000000E-02,3.7179640000000000E-02,3.9400910000000000E-02,4.4508770000000000E-02,2.4895000000000000E-02
6.1900000000000000E-07,3.2091159570920800E-19,2.4963599888691700E-02,2.6806175000000000E-02,3.0634185000000000E-02,3.2104370000000000E-02,3.2434775000000000E-02,3.7822495000000000E-02,4.0303945000000000E-02,4.5432265000000000E-02,2.4534820000000000E-02
